class,mult,type,subtype,density,ub_l2,alpha,ascending
C,1,4,1,0.1,220,-3,1
C,1,4,1,0.1,220,-2,0
C,1,4,1,0.1,220,-2,1
C,1,4,1,0.1,220,-1,0
C,1,4,1,0.1,220,-1,1
C,1,4,1,0.1,220,-0.5,0
C,1,4,1,0.1,220,-0.5,1
C,1,4,1,0.1,220,0.5,0
C,1,4,1,0.1,220,0.5,1
C,1,4,1,0.1,220,1,0
C,1,4,1,0.1,220,1,1
C,1,4,1,0.1,220,2,0
C,1,4,1,0.1,220,2,1
C,1,4,1,0.1,220,3,0
C,1,4,1,0.1,220,3,1
C,1,4,1,0.2,220,-3,0
C,1,4,1,0.2,220,-3,1
C,1,4,1,0.2,220,-2,0
C,1,4,1,0.2,220,-2,1
C,1,4,1,0.2,220,-1,0
C,1,4,1,0.2,220,-1,1
C,1,4,1,0.2,220,-0.5,0
C,1,4,1,0.2,220,-0.5,1
C,1,4,1,0.2,220,0.5,0
C,1,4,1,0.2,220,0.5,1
C,1,4,1,0.2,220,1,0
C,1,4,1,0.2,220,1,1
C,1,4,1,0.2,220,2,0
C,1,4,1,0.2,220,2,1
C,1,4,1,0.2,220,3,0
C,1,4,1,0.2,220,3,1
C,1,4,1,0.3,220,-3,0
C,1,4,1,0.3,220,-3,1
C,1,4,1,0.3,220,-2,0
C,1,4,1,0.3,220,-2,1
C,1,4,1,0.3,220,-1,0
C,1,4,1,0.3,220,-1,1
C,1,4,1,0.3,220,-0.5,0
C,1,4,1,0.3,220,-0.5,1
C,1,4,1,0.3,220,0.5,0
C,1,4,1,0.3,220,0.5,1
C,1,4,1,0.3,220,1,0
C,1,4,1,0.3,220,1,1
C,1,4,1,0.3,220,2,0
C,1,4,1,0.3,220,2,1
C,1,4,1,0.3,220,3,0
C,1,4,1,0.3,220,3,1
C,1,4,1,0.4,220,-3,0
C,1,4,1,0.4,220,-3,1
C,1,4,1,0.4,220,-2,0
C,1,4,1,0.4,220,-2,1
C,1,4,1,0.4,220,-1,0
C,1,4,1,0.4,220,-1,1
C,1,4,1,0.4,220,-0.5,0
C,1,4,1,0.4,220,-0.5,1
C,1,4,1,0.4,220,0.5,0
C,1,4,1,0.4,220,0.5,1
C,1,4,1,0.4,220,1,0
C,1,4,1,0.4,220,1,1
C,1,4,1,0.4,220,2,0
C,1,4,1,0.4,220,2,1
C,1,4,1,0.4,220,3,0
C,1,4,1,0.4,220,3,1
C,1,4,1,0.5,220,-3,0
C,1,4,1,0.5,220,-3,1
C,1,4,1,0.5,220,-2,0
C,1,4,1,0.5,220,-2,1
C,1,4,1,0.5,220,-1,0
C,1,4,1,0.5,220,-1,1
C,1,4,1,0.5,220,-0.5,0
C,1,4,1,0.5,220,-0.5,1
C,1,4,1,0.5,220,0.5,0
C,1,4,1,0.5,220,0.5,1
C,1,4,1,0.5,220,1,0
C,1,4,1,0.5,220,1,1
C,1,4,1,0.5,220,2,0
C,1,4,1,0.5,220,2,1
C,1,4,1,0.5,220,3,0
C,1,4,1,0.5,220,3,1
C,1,4,1,0.6,220,-3,0
C,1,4,1,0.6,220,-3,1
C,1,4,1,0.6,220,-2,0
C,1,4,1,0.6,220,-2,1
C,1,4,1,0.6,220,-1,0
C,1,4,1,0.6,220,-1,1
C,1,4,1,0.6,220,-0.5,0
C,1,4,1,0.6,220,-0.5,1
C,1,4,1,0.6,220,0.5,0
C,1,4,1,0.6,220,0.5,1
C,1,4,1,0.6,220,1,0
C,1,4,1,0.6,220,1,1
C,1,4,1,0.6,220,2,0
C,1,4,1,0.6,220,2,1
C,1,4,1,0.6,220,3,0
C,1,4,1,0.6,220,3,1
C,1,4,1,0.7,220,-3,0
C,1,4,1,0.7,220,-3,1
C,1,4,1,0.7,220,-2,0
C,1,4,1,0.7,220,-2,1
C,1,4,1,0.7,220,-1,0
C,1,4,1,0.7,220,-1,1
C,1,4,1,0.7,220,-0.5,0
C,1,4,1,0.7,220,-0.5,1
C,1,4,1,0.7,220,0.5,0
C,1,4,1,0.7,220,0.5,1
C,1,4,1,0.7,220,1,0
C,1,4,1,0.7,220,1,1
C,1,4,1,0.7,220,2,0
C,1,4,1,0.7,220,2,1
C,1,4,1,0.7,220,3,0
C,1,4,1,0.7,220,3,1
C,1,5,1,0.1,1030,-3,0
C,1,5,1,0.1,1030,-3,1
C,1,5,1,0.1,1030,-2,0
C,1,5,1,0.1,1030,-2,1
C,1,5,1,0.1,1030,-1,0
C,1,5,1,0.1,1030,-1,1
C,1,5,1,0.1,1030,-0.5,0
C,1,5,1,0.1,1030,-0.5,1
C,1,5,1,0.1,1030,0.5,0
C,1,5,1,0.1,1030,0.5,1
C,1,5,1,0.1,1030,1,0
C,1,5,1,0.1,1030,1,1
C,1,5,1,0.1,1030,2,0
C,1,5,1,0.1,1030,2,1
C,1,5,1,0.1,1030,3,0
C,1,5,1,0.1,1030,3,1
C,1,5,1,0.2,1030,-3,0
C,1,5,1,0.2,1030,-3,1
C,1,5,1,0.2,1030,-2,0
C,1,5,1,0.2,1030,-2,1
C,1,5,1,0.2,1030,-1,0
C,1,5,1,0.2,1030,-1,1
C,1,5,1,0.2,1030,-0.5,0
C,1,5,1,0.2,1030,-0.5,1
C,1,5,1,0.2,1030,0.5,0
C,1,5,1,0.2,1030,0.5,1
C,1,5,1,0.2,1030,1,0
C,1,5,1,0.2,1030,1,1
C,1,5,1,0.2,1030,2,0
C,1,5,1,0.2,1030,2,1
C,1,5,1,0.2,1030,3,0
C,1,5,1,0.2,1030,3,1
C,1,5,1,0.3,1030,-3,0
C,1,5,1,0.3,1030,-3,1
C,1,5,1,0.3,1030,-2,0
C,1,5,1,0.3,1030,-2,1
C,1,5,1,0.3,1030,-1,0
C,1,5,1,0.3,1030,-1,1
C,1,5,1,0.3,1030,-0.5,0
C,1,5,1,0.3,1030,-0.5,1
C,1,5,1,0.3,1030,0.5,0
C,1,5,1,0.3,1030,0.5,1
C,1,5,1,0.3,1030,1,0
C,1,5,1,0.3,1030,1,1
C,1,5,1,0.3,1030,2,0
C,1,5,1,0.3,1030,2,1
C,1,5,1,0.3,1030,3,0
C,1,5,1,0.3,1030,3,1
C,1,5,1,0.4,1030,-3,0
C,1,5,1,0.4,1030,-3,1
C,1,5,1,0.4,1030,-2,0
C,1,5,1,0.4,1030,-2,1
C,1,5,1,0.4,1030,-1,0
C,1,5,1,0.4,1030,-1,1
C,1,5,1,0.4,1030,-0.5,0
C,1,5,1,0.4,1030,-0.5,1
C,1,5,1,0.4,1030,0.5,0
C,1,5,1,0.4,1030,0.5,1
C,1,5,1,0.4,1030,1,0
C,1,5,1,0.4,1030,1,1
C,1,5,1,0.4,1030,2,0
C,1,5,1,0.4,1030,2,1
C,1,5,1,0.4,1030,3,0
C,1,5,1,0.4,1030,3,1
C,1,5,1,0.5,1030,-3,0
C,1,5,1,0.5,1030,-3,1
C,1,5,1,0.5,1030,-2,0
C,1,5,1,0.5,1030,-2,1
C,1,5,1,0.5,1030,-1,0
C,1,5,1,0.5,1030,-1,1
C,1,5,1,0.5,1030,-0.5,0
C,1,5,1,0.5,1030,-0.5,1
C,1,5,1,0.5,1030,0.5,0
C,1,5,1,0.5,1030,0.5,1
C,1,5,1,0.5,1030,1,0
C,1,5,1,0.5,1030,1,1
C,1,5,1,0.5,1030,2,0
C,1,5,1,0.5,1030,2,1
C,1,5,1,0.5,1030,3,0
C,1,5,1,0.5,1030,3,1
C,1,5,1,0.6,1030,-3,0
C,1,5,1,0.6,1030,-3,1
C,1,5,1,0.6,1030,-2,0
C,1,5,1,0.6,1030,-2,1
C,1,5,1,0.6,1030,-1,0
C,1,5,1,0.6,1030,-1,1
C,1,5,1,0.6,1030,-0.5,0
C,1,5,1,0.6,1030,-0.5,1
C,1,5,1,0.6,1030,0.5,0
C,1,5,1,0.6,1030,0.5,1
C,1,5,1,0.6,1030,1,0
C,1,5,1,0.6,1030,1,1
C,1,5,1,0.6,1030,2,0
C,1,5,1,0.6,1030,2,1
C,1,5,1,0.6,1030,3,0
C,1,5,1,0.6,1030,3,1
C,1,5,1,0.7,1030,-3,0
C,1,5,1,0.7,1030,-3,1
C,1,5,1,0.7,1030,-2,0
C,1,5,1,0.7,1030,-2,1
C,1,5,1,0.7,1030,-1,0
C,1,5,1,0.7,1030,-1,1
C,1,5,1,0.7,1030,-0.5,0
C,1,5,1,0.7,1030,-0.5,1
C,1,5,1,0.7,1030,0.5,0
C,1,5,1,0.7,1030,0.5,1
C,1,5,1,0.7,1030,1,0
C,1,5,1,0.7,1030,1,1
C,1,5,1,0.7,1030,2,0
C,1,5,1,0.7,1030,2,1
C,1,5,1,0.7,1030,3,0
C,1,5,1,0.7,1030,3,1
C,1,5,1,0.8,1030,-3,0
C,1,5,1,0.8,1030,-3,1
C,1,5,1,0.8,1030,-2,0
C,1,5,1,0.8,1030,-2,1
C,1,5,1,0.8,1030,-1,0
C,1,5,1,0.8,1030,-1,1
C,1,5,1,0.8,1030,-0.5,0
C,1,5,1,0.8,1030,-0.5,1
C,1,5,1,0.8,1030,0.5,0
C,1,5,1,0.8,1030,0.5,1
C,1,5,1,0.8,1030,1,0
C,1,5,1,0.8,1030,1,1
C,1,5,1,0.8,1030,2,0
C,1,5,1,0.8,1030,2,1
C,1,5,1,0.8,1030,3,0
C,1,5,1,0.8,1030,3,1
C,1,5,1,0.9,1030,-3,0
C,1,5,1,0.9,1030,-3,1
C,1,5,1,0.9,1030,-2,0
C,1,5,1,0.9,1030,-2,1
C,1,5,1,0.9,1030,-1,0
C,1,5,1,0.9,1030,-1,1
C,1,5,1,0.9,1030,-0.5,0
C,1,5,1,0.9,1030,-0.5,1
C,1,5,1,0.9,1030,0.5,0
C,1,5,1,0.9,1030,0.5,1
C,1,5,1,0.9,1030,1,0
C,1,5,1,0.9,1030,1,1
C,1,5,1,0.9,1030,2,0
C,1,5,1,0.9,1030,2,1
C,1,5,1,0.9,1030,3,0
C,1,5,1,0.9,1030,3,1
C,1,4,1,0.8,220,-3,0
C,1,4,1,0.8,220,-3,1
C,1,4,1,0.8,220,-2,0
C,1,4,1,0.8,220,-2,1
C,1,4,1,0.8,220,-1,0
C,1,4,1,0.8,220,-1,1
C,1,4,1,0.8,220,-0.5,0
C,1,4,1,0.8,220,-0.5,1
C,1,4,1,0.8,220,0.5,0
C,1,4,1,0.8,220,0.5,1
C,1,4,1,0.8,220,1,0
C,1,4,1,0.8,220,1,1
C,1,4,1,0.8,220,2,0
C,1,4,1,0.8,220,2,1
C,1,4,1,0.8,220,3,0
C,1,4,1,0.8,220,3,1
C,1,4,1,0.9,210,-3,0
C,1,4,1,0.9,220,-3,1
C,1,4,1,0.9,210,-2,0
C,1,4,1,0.9,220,-2,1
C,1,4,1,0.9,210,-1,0
C,1,4,1,0.9,220,-1,1
C,1,4,1,0.9,210,-0.5,0
C,1,4,1,0.9,220,-0.5,1
C,1,4,1,0.9,210,0.5,0
C,1,4,1,0.9,220,0.5,1
C,1,4,1,0.9,210,1,0
C,1,4,1,0.9,220,1,1
C,1,4,1,0.9,210,2,0
C,1,4,1,0.9,220,2,1
C,1,4,1,0.9,220,3,0
C,1,4,1,0.9,220,3,1
C,1,8,1,0.1,1040,-3,0
C,1,8,1,0.1,1040,-3,1
C,1,8,1,0.1,1040,-2,0
C,1,8,1,0.1,1040,-2,1
C,1,8,1,0.1,1040,-1,0
C,1,8,1,0.1,1040,-1,1
C,1,8,1,0.1,1040,-0.5,0
C,1,8,1,0.1,1040,-0.5,1
C,1,8,1,0.1,1040,0.5,0
C,1,8,1,0.1,1040,0.5,1
C,1,8,1,0.1,1040,1,0
C,1,8,1,0.1,1040,1,1
C,1,8,1,0.1,1040,2,0
C,1,8,1,0.1,1040,2,1
C,1,8,1,0.1,1040,3,0
C,1,8,1,0.1,1040,3,1
C,1,8,1,0.2,1040,-3,0
C,1,8,1,0.2,1040,-3,1
C,1,8,1,0.2,1040,-2,0
C,1,8,1,0.2,1040,-2,1
C,1,8,1,0.2,1040,-1,0
C,1,8,1,0.2,1040,-1,1
C,1,8,1,0.2,1040,-0.5,0
C,1,8,1,0.2,1040,-0.5,1
C,1,8,1,0.2,1040,0.5,0
C,1,8,1,0.2,1040,0.5,1
C,1,8,1,0.2,1040,1,0
C,1,8,1,0.2,1040,1,1
C,1,8,1,0.2,1040,2,0
C,1,8,1,0.2,1040,2,1
C,1,8,1,0.2,1040,3,0
C,1,8,1,0.2,1040,3,1
C,1,8,1,0.3,1040,-3,0
C,1,8,1,0.3,1040,-3,1
C,1,8,1,0.3,1040,-2,0
C,1,8,1,0.3,1040,-2,1
C,1,8,1,0.3,1040,-1,0
C,1,8,1,0.3,1040,-1,1
C,1,8,1,0.3,1040,-0.5,0
C,1,8,1,0.3,1040,-0.5,1
C,1,8,1,0.3,1040,0.5,0
C,1,8,1,0.3,1040,0.5,1
C,1,8,1,0.3,1040,1,0
C,1,8,1,0.3,1040,1,1
C,1,8,1,0.3,1040,2,0
C,1,8,1,0.3,1040,2,1
C,1,8,1,0.3,1040,3,0
C,1,8,1,0.3,1040,3,1
C,1,8,1,0.4,1040,-3,0
C,1,8,1,0.4,1040,-3,1
C,1,8,1,0.4,1040,-2,0
C,1,8,1,0.4,1040,-2,1
C,1,8,1,0.4,1040,-1,0
C,1,8,1,0.4,1040,-1,1
C,1,8,1,0.4,1040,-0.5,0
C,1,8,1,0.4,1040,-0.5,1
C,1,8,1,0.4,1040,0.5,0
C,1,8,1,0.4,1040,0.5,1
C,1,8,1,0.4,1040,1,0
C,1,8,1,0.4,1040,1,1
C,1,8,1,0.4,1040,2,0
C,1,8,1,0.4,1040,2,1
C,1,8,1,0.4,1040,3,0
C,1,8,1,0.4,1040,3,1
C,1,8,1,0.5,1040,-3,0
C,1,8,1,0.5,1040,-3,1
C,1,8,1,0.5,1040,-2,0
C,1,8,1,0.5,1040,-2,1
C,1,8,1,0.5,1040,-1,0
C,1,8,1,0.5,1040,-1,1
C,1,8,1,0.5,1040,-0.5,0
C,1,8,1,0.5,1040,-0.5,1
C,1,8,1,0.5,1040,0.5,0
C,1,8,1,0.5,1040,0.5,1
C,1,8,1,0.5,1040,1,0
C,1,8,1,0.5,1040,1,1
C,1,8,1,0.5,1040,2,0
C,1,8,1,0.5,1040,2,1
C,1,8,1,0.5,1040,3,0
C,1,8,1,0.5,1040,3,1
C,1,8,1,0.6,1040,-3,0
C,1,8,1,0.6,1040,-3,1
C,1,8,1,0.6,1040,-2,0
C,1,8,1,0.6,1040,-2,1
C,1,8,1,0.6,1040,-1,0
C,1,8,1,0.6,1040,-1,1
C,1,8,1,0.6,1040,-0.5,0
C,1,8,1,0.6,1040,-0.5,1
C,1,8,1,0.6,1040,0.5,0
C,1,8,1,0.6,1040,0.5,1
C,1,8,1,0.6,1040,1,0
C,1,8,1,0.6,1040,1,1
C,1,8,1,0.6,1040,2,0
C,1,8,1,0.6,1040,2,1
C,1,8,1,0.6,1040,3,0
C,1,8,1,0.6,1040,3,1
C,1,8,1,0.8,1040,-3,0
C,1,8,1,0.8,1040,-3,1
C,1,8,1,0.8,1040,-2,0
C,1,8,1,0.8,1040,-2,1
C,1,8,1,0.8,1040,-1,0
C,1,8,1,0.8,1040,-1,1
C,1,8,1,0.8,1040,-0.5,0
C,1,8,1,0.8,1040,-0.5,1
C,1,8,1,0.8,1040,0.5,0
C,1,8,1,0.8,1040,0.5,1
C,1,8,1,0.8,1040,1,0
C,1,8,1,0.8,1040,1,1
C,1,8,1,0.8,1040,2,0
C,1,8,1,0.8,1040,2,1
C,1,8,1,0.8,1040,3,0
C,1,8,1,0.8,1040,3,1
C,1,8,1,0.7,1040,-3,0
C,1,8,1,0.7,1040,-3,1
C,1,8,1,0.7,1040,-2,0
C,1,8,1,0.7,1040,-2,1
C,1,8,1,0.7,1040,-1,0
C,1,8,1,0.7,1040,-1,1
C,1,8,1,0.7,1040,-0.5,0
C,1,8,1,0.7,1040,-0.5,1
C,1,8,1,0.7,1040,0.5,0
C,1,8,1,0.7,1040,0.5,1
C,1,8,1,0.7,1040,1,0
C,1,8,1,0.7,1040,1,1
C,1,8,1,0.7,1040,2,0
C,1,8,1,0.7,1040,2,1
C,1,8,1,0.7,1040,3,0
C,1,8,1,0.7,1040,3,1
C,1,8,1,0.9,1040,-3,0
C,1,8,1,0.9,1040,-3,1
C,1,8,1,0.9,1040,-2,0
C,1,8,1,0.9,1040,-2,1
C,1,8,1,0.9,1040,-1,0
C,1,8,1,0.9,1040,-1,1
C,1,8,1,0.9,1040,-0.5,0
C,1,8,1,0.9,1040,-0.5,1
C,1,8,1,0.9,1040,0.5,0
C,1,8,1,0.9,1040,0.5,1
C,1,8,1,0.9,1040,1,0
C,1,8,1,0.9,1040,1,1
C,1,8,1,0.9,1040,2,0
C,1,8,1,0.9,1040,2,1
C,1,8,1,0.9,1040,3,0
C,1,8,1,0.9,1040,3,1
R,15,1,1,0.2,2655,-3,0
R,15,1,1,0.2,3132,-3,1
R,15,1,1,0.2,2594,-2,0
R,15,1,1,0.2,3064,-2,1
R,15,1,1,0.2,2621,-1,0
R,15,1,1,0.2,3011,-1,1
R,15,1,1,0.2,2606,-0.5,0
R,15,1,1,0.2,2965,-0.5,1
R,15,1,1,0.2,2597,0.5,0
R,15,1,1,0.2,3073,0.5,1
R,15,1,1,0.2,2555,1,0
R,15,1,1,0.2,2850,1,1
R,15,1,1,0.2,2677,2,0
R,15,1,1,0.2,2855,2,1
R,15,1,1,0.2,2632,3,0
R,15,1,1,0.2,2968,3,1
R,15,1,1,0.1,3004,-3,0
R,15,1,1,0.1,3497,-3,1
R,15,1,1,0.1,2981,-2,0
R,15,1,1,0.1,3393,-2,1
R,15,1,1,0.1,3003,-1,0
R,15,1,1,0.1,3455,-1,1
R,15,1,1,0.1,3004,-0.5,0
R,15,1,1,0.1,3465,-0.5,1
R,15,1,1,0.1,2993,0.5,0
R,15,1,1,0.1,3343,0.5,1
R,15,1,1,0.1,3005,1,0
R,15,1,1,0.1,3355,1,1
R,15,1,1,0.1,2995,2,0
R,15,1,1,0.1,3427,2,1
R,15,1,1,0.1,2955,3,0
R,15,1,1,0.1,3419,3,1
R,15,1,1,0.3,2157,-3,0
R,15,1,1,0.3,2770,-3,1
R,15,1,1,0.3,2238,-2,0
R,15,1,1,0.3,2815,-2,1
R,15,1,1,0.3,2289,-1,0
R,15,1,1,0.3,2535,-1,1
R,15,1,1,0.3,2300,-0.5,0
R,15,1,1,0.3,2516,-0.5,1
R,15,1,1,0.3,2337,0.5,0
R,15,1,1,0.3,2565,0.5,1
R,15,1,1,0.3,2332,1,0
R,15,1,1,0.3,2522,1,1
R,15,1,1,0.3,2346,2,0
R,15,1,1,0.3,2581,2,1
R,15,1,1,0.3,2331,3,0
R,15,1,1,0.3,2442,3,1
C,15,4,1,0.9,3200,-3,0
C,15,4,1,0.9,2792,-3,1
C,15,4,1,0.9,3226,-2,0
C,15,4,1,0.9,2695,-2,1
C,15,4,1,0.9,3245,-1,0
C,15,4,1,0.9,2550,-1,1
C,15,4,1,0.9,3374,-0.5,0
C,15,4,1,0.9,2480,-0.5,1
C,15,4,1,0.9,3326,0.5,0
C,15,4,1,0.9,2449,0.5,1
C,15,4,1,0.9,3455,1,0
C,15,4,1,0.9,2500,1,1
C,15,4,1,0.9,3436,2,0
C,15,4,1,0.9,2570,2,1
C,15,4,1,0.9,3318,3,0
C,15,4,1,0.9,2689,3,1
R,15,1,1,0.4,1961,-3,0
R,15,1,1,0.4,2499,-3,1
R,15,1,1,0.4,1886,-2,0
R,15,1,1,0.4,2418,-2,1
R,15,1,1,0.4,1900,-1,0
R,15,1,1,0.4,2429,-1,1
R,15,1,1,0.4,1950,-0.5,0
R,15,1,1,0.4,2334,-0.5,1
R,15,1,1,0.4,1868,0.5,0
R,15,1,1,0.4,2241,0.5,1
R,15,1,1,0.4,1936,1,0
R,15,1,1,0.4,2352,1,1
R,15,1,1,0.4,1916,2,0
R,15,1,1,0.4,2190,2,1
R,15,1,1,0.4,1948,3,0
R,15,1,1,0.4,2318,3,1
R,15,1,1,0.5,1600,-3,0
R,15,1,1,0.5,1894,-3,1
R,15,1,1,0.5,1554,-2,0
R,15,1,1,0.5,1988,-2,1
R,15,1,1,0.5,1555,-1,0
R,15,1,1,0.5,1819,-1,1
R,15,1,1,0.5,1600,-0.5,0
R,15,1,1,0.5,1919,-0.5,1
R,15,1,1,0.5,1582,0.5,0
R,15,1,1,0.5,1920,0.5,1
R,15,1,1,0.5,1571,1,0
R,15,1,1,0.5,1816,1,1
R,15,1,1,0.5,1638,2,0
R,15,1,1,0.5,1962,2,1
R,15,1,1,0.5,1603,3,0
R,15,1,1,0.5,1876,3,1
R,15,1,1,0.6,1333,-3,0
R,15,1,1,0.6,1689,-3,1
R,15,1,1,0.6,1351,-2,0
R,15,1,1,0.6,1766,-2,1
R,15,1,1,0.6,1421,-1,0
R,15,1,1,0.6,1726,-1,1
R,15,1,1,0.6,1416,-0.5,0
R,15,1,1,0.6,1714,-0.5,1
R,15,1,1,0.6,1339,0.5,0
R,15,1,1,0.6,1496,0.5,1
R,15,1,1,0.6,1336,1,0
R,15,1,1,0.6,1829,1,1
R,15,1,1,0.6,1453,2,0
R,15,1,1,0.6,1744,2,1
R,15,1,1,0.6,1502,3,0
R,15,1,1,0.6,1685,3,1
R,15,1,1,0.7,1124,-3,0
R,15,1,1,0.7,1557,-3,1
R,15,1,1,0.7,1110,-2,0
R,15,1,1,0.7,1482,-2,1
R,15,1,1,0.7,1101,-1,0
R,15,1,1,0.7,1612,-1,1
R,15,1,1,0.7,1134,-0.5,0
R,15,1,1,0.7,1454,-0.5,1
R,15,1,1,0.7,1166,0.5,0
R,15,1,1,0.7,1525,0.5,1
R,15,1,1,0.7,1173,1,0
R,15,1,1,0.7,1482,1,1
R,15,1,1,0.7,1196,2,0
R,15,1,1,0.7,1570,2,1
R,15,1,1,0.7,1227,3,0
R,15,1,1,0.7,1480,3,1
R,15,1,1,0.9,531,-3,0
R,15,1,1,0.9,745,-3,1
R,15,1,1,0.9,531,-2,0
R,15,1,1,0.9,745,-2,1
R,15,1,1,0.9,545,-1,0
R,15,1,1,0.9,721,-1,1
R,15,1,1,0.9,527,-0.5,0
R,15,1,1,0.9,721,-0.5,1
R,15,1,1,0.9,597,0.5,0
R,15,1,1,0.9,742,0.5,1
R,15,1,1,0.9,597,1,0
R,15,1,1,0.9,742,1,1
R,15,1,1,0.9,597,2,0
R,15,1,1,0.9,766,2,1
R,15,1,1,0.9,600,3,0
R,15,1,1,0.9,766,3,1
R,15,1,1,0.8,785,-3,0
R,15,1,1,0.8,1086,-3,1
R,15,1,1,0.8,792,-2,0
R,15,1,1,0.8,1083,-2,1
R,15,1,1,0.8,773,-1,0
R,15,1,1,0.8,989,-1,1
R,15,1,1,0.8,794,-0.5,0
R,15,1,1,0.8,1051,-0.5,1
R,15,1,1,0.8,768,0.5,0
R,15,1,1,0.8,989,0.5,1
R,15,1,1,0.8,768,1,0
R,15,1,1,0.8,995,1,1
R,15,1,1,0.8,783,2,0
R,15,1,1,0.8,973,2,1
R,15,1,1,0.8,710,3,0
R,15,1,1,0.8,973,3,1
R,15,4,1,0.4,10647,-3,0
R,15,4,1,0.4,12644,-3,1
R,15,4,1,0.4,10501,-2,0
R,15,4,1,0.4,12729,-2,1
R,15,4,1,0.4,10394,-1,0
R,15,4,1,0.4,12563,-1,1
R,15,4,1,0.4,10708,-0.5,0
R,15,4,1,0.4,12743,-0.5,1
R,15,4,1,0.4,10464,0.5,0
R,15,4,1,0.4,12990,0.5,1
R,15,4,1,0.4,10482,1,0
R,15,4,1,0.4,12852,1,1
R,15,4,1,0.4,10275,2,0
R,15,4,1,0.4,12195,2,1
R,15,4,1,0.4,10589,3,0
R,15,4,1,0.4,12515,3,1
R,15,4,1,0.3,12989,-3,0
R,15,4,1,0.3,15240,-3,1
R,15,4,1,0.3,12800,-2,0
R,15,4,1,0.3,15472,-2,1
R,15,4,1,0.3,12896,-1,0
R,15,4,1,0.3,15582,-1,1
R,15,4,1,0.3,12991,-0.5,0
R,15,4,1,0.3,15045,-0.5,1
R,15,4,1,0.3,12922,0.5,0
R,15,4,1,0.3,15603,0.5,1
R,15,4,1,0.3,12751,1,0
R,15,4,1,0.3,15329,1,1
R,15,4,1,0.3,13098,2,0
R,15,4,1,0.3,15068,2,1
R,15,4,1,0.3,12817,3,0
R,15,4,1,0.3,15115,3,1
R,15,4,1,0.2,15316,-3,0
R,15,4,1,0.2,17863,-3,1
R,15,4,1,0.2,15215,-2,0
R,15,4,1,0.2,17896,-2,1
R,15,4,1,0.2,15159,-1,0
R,15,4,1,0.2,18064,-1,1
R,15,4,1,0.2,15349,-0.5,0
R,15,4,1,0.2,18145,-0.5,1
R,15,4,1,0.2,15306,0.5,0
R,15,4,1,0.2,17948,0.5,1
R,15,4,1,0.2,15286,1,0
R,15,4,1,0.2,18247,1,1
R,15,4,1,0.2,15142,2,0
R,15,4,1,0.2,17606,2,1
R,15,4,1,0.2,15309,3,0
R,15,4,1,0.2,18175,3,1
R,15,4,1,0.1,17765,-3,0
R,15,4,1,0.1,20215,-3,1
R,15,4,1,0.1,17974,-2,0
R,15,4,1,0.1,20176,-2,1
R,15,4,1,0.1,17808,-1,0
R,15,4,1,0.1,20180,-1,1
R,15,4,1,0.1,17792,-0.5,0
R,15,4,1,0.1,20298,-0.5,1
R,15,4,1,0.1,17875,0.5,0
R,15,4,1,0.1,20657,0.5,1
R,15,4,1,0.1,18007,1,0
R,15,4,1,0.1,20395,1,1
R,15,4,1,0.1,17891,2,0
R,15,4,1,0.1,20160,2,1
R,15,4,1,0.1,17891,3,0
R,15,4,1,0.1,20665,3,1
R,15,4,1,0.6,6755,-3,0
R,15,4,1,0.6,8755,-3,1
R,15,4,1,0.6,6933,-2,0
R,15,4,1,0.6,8715,-2,1
R,15,4,1,0.6,6753,-1,0
R,15,4,1,0.6,8757,-1,1
R,15,4,1,0.6,6823,-0.5,0
R,15,4,1,0.6,8848,-0.5,1
R,15,4,1,0.6,6694,0.5,0
R,15,4,1,0.6,8670,0.5,1
R,15,4,1,0.6,6752,1,0
R,15,4,1,0.6,8409,1,1
R,15,4,1,0.6,6812,2,0
R,15,4,1,0.6,8436,2,1
R,15,4,1,0.6,6936,3,0
R,15,4,1,0.6,8483,3,1
R,15,4,1,0.7,5499,-3,0
R,15,4,1,0.7,7188,-3,1
R,15,4,1,0.7,5468,-2,0
R,15,4,1,0.7,7134,-2,1
R,15,4,1,0.7,5544,-1,0
R,15,4,1,0.7,6877,-1,1
R,15,4,1,0.7,5506,-0.5,0
R,15,4,1,0.7,6983,-0.5,1
R,15,4,1,0.7,5438,0.5,0
R,15,4,1,0.7,6785,0.5,1
R,15,4,1,0.7,5467,1,0
R,15,4,1,0.7,7000,1,1
R,15,4,1,0.7,5542,2,0
R,15,4,1,0.7,7071,2,1
R,15,4,1,0.7,5550,3,0
R,15,4,1,0.7,7000,3,1
R,15,5,1,0.1,1848,-3,0
R,15,5,1,0.1,2063,-3,1
R,15,5,1,0.1,1739,-2,0
R,15,5,1,0.1,2152,-2,1
R,15,5,1,0.1,1669,-1,0
R,15,5,1,0.1,2052,-1,1
R,15,5,1,0.1,1688,-0.5,0
R,15,5,1,0.1,1960,-0.5,1
R,15,5,1,0.1,1759,0.5,0
R,15,5,1,0.1,1856,0.5,1
R,15,5,1,0.1,1834,1,0
R,15,5,1,0.1,1875,1,1
R,15,5,1,0.1,1888,2,0
R,15,5,1,0.1,1939,2,1
R,15,5,1,0.1,1897,3,0
R,15,5,1,0.1,1903,3,1
R,15,4,1,0.5,8794,-3,0
R,15,4,1,0.5,11265,-3,1
R,15,4,1,0.5,8695,-2,0
R,15,4,1,0.5,11112,-2,1
